测试套/软件包名,测试用例总数,通过,未通过,备注,总测试套数,总测试用例数,总通过用例数,总未通过用例数
anaconda,10,9,1,,24,230,137,93
ant,5,4,1
PackageKit,2,2,0
atune,11,1,10
abrt,7,7,0
accountsservice,1,1,0
OpenIPMI,1,0,1
389-ds-base,2,2,0
arpwatch,1,1,0
apache-commons-daemon,1,0,1
util-linux,3,3,0
amanda,3,2,1
OpenEXR,7,7,0
ansible,4,3,1
arptables,1,0,1
audit,30,1,29
wpa_supplicant,1,1,0
aspell,3,2,1
AT,120,75,45
alsa-utils,2,1,1
ModemManager,1,1,0
timedatex,1,1,0
ImageMagick,8,8,0
acpid,5,5,0
